Marker ID,Mean X,Std X,Mean Y,Std Y,Mean Z,Std Z
0,-0.4258610788318846,0.0004927228575440031,0.5714636908637153,0.0006828567544758874,1.7605671485265095,0.002133329804726913
1,-0.40457399575798597,0.003017018176447102,-0.8458260982124893,0.005484874522421606,1.768942618811572,0.010985038014430638
2,0.502896472259804,0.0010741995303777691,0.570336910309615,0.0011811245563915107,1.736187736193339,0.0037158881513934218
3,0.5507058655774152,0.0032449153761270077,-0.8214716293193676,0.004358672514815799,1.7752199482034754,0.008500494100822544
7,0.6685537883528957,0.00035412796357257463,-0.5693013944007732,0.0003010684052128245,1.4943366602615074,0.0007948924424608576
8,0.8089537156952752,0.000584945095596633,-0.5743032859431373,0.0004099196516343375,1.5025924731183935,0.0011221211234802941
